game_id,season,week,season_type,start_date,neutral_site,conference_game,home_team,home_conference,home_points,away_team,away_conference,away_points,home_pregame_elo,away_pregame_elo,excitement_index,point_diff,total_points,home_sp_rating,home_sp_offense,home_sp_defense,home_sp_sos,home_recruiting_4yr,home_off_epa_roll3,home_def_epa_roll3,home_off_epa_pass_roll3,home_off_epa_rush_roll3,home_off_epa_roll5,home_def_epa_roll5,home_off_epa_pass_roll5,home_off_epa_rush_roll5,home_off_epa_ytd,home_def_epa_ytd,home_opp_prior_def_epa,home_adj_off_epa,home_adj_off_epa_pass,home_adj_off_epa_rush,home_opp_prior_off_epa,home_adj_def_epa,home_adj_off_epa_roll3,home_adj_off_epa_pass_roll3,home_adj_off_epa_rush_roll3,home_adj_def_epa_roll3,home_adj_off_epa_roll5,home_adj_off_epa_pass_roll5,home_adj_off_epa_rush_roll5,home_adj_def_epa_roll5,home_adj_off_epa_ytd,home_adj_def_epa_ytd,away_sp_rating,away_sp_offense,away_sp_defense,away_sp_sos,away_recruiting_4yr,away_off_epa_roll3,away_def_epa_roll3,away_off_epa_pass_roll3,away_off_epa_rush_roll3,away_off_epa_roll5,away_def_epa_roll5,away_off_epa_pass_roll5,away_off_epa_rush_roll5,away_off_epa_ytd,away_def_epa_ytd,away_opp_prior_def_epa,away_adj_off_epa,away_adj_off_epa_pass,away_adj_off_epa_rush,away_opp_prior_off_epa,away_adj_def_epa,away_adj_off_epa_roll3,away_adj_off_epa_pass_roll3,away_adj_off_epa_rush_roll3,away_adj_def_epa_roll3,away_adj_off_epa_roll5,away_adj_off_epa_pass_roll5,away_adj_off_epa_rush_roll5,away_adj_def_epa_roll5,away_adj_off_epa_ytd,away_adj_def_epa_ytd,home_hfa,away_hfa,hfa_diff,home_fpi,away_fpi,fpi_diff,home_srs,away_srs,srs_diff,home_wepa_offense,home_wepa_defense,home_wepa_success_off,home_wepa_success_def,home_wepa_explosiveness,home_wepa_explosiveness_def,away_wepa_offense,away_wepa_defense,away_wepa_success_off,away_wepa_success_def,away_wepa_explosiveness,away_wepa_explosiveness_def,wepa_off_diff,wepa_def_diff,wepa_success_off_diff,wepa_success_def_diff,wepa_explosiveness_diff,home_talent,away_talent,talent_diff,home_havoc_total,home_havoc_front_seven,home_havoc_db,home_rush_success_rate,home_pass_success_rate,home_explosiveness_off,home_explosiveness_off_rush,home_explosiveness_off_pass,home_explosiveness_def,home_plays_per_drive,home_rush_rate,home_points_per_opp,home_def_points_per_opp,home_avg_field_pos,home_def_plays_per_drive,home_turnovers_off_pg,home_turnovers_def_pg,home_turnover_margin,away_havoc_total,away_havoc_front_seven,away_havoc_db,away_rush_success_rate,away_pass_success_rate,away_explosiveness_off,away_explosiveness_off_rush,away_explosiveness_off_pass,away_explosiveness_def,away_plays_per_drive,away_rush_rate,away_points_per_opp,away_def_points_per_opp,away_avg_field_pos,away_def_plays_per_drive,away_turnovers_off_pg,away_turnovers_def_pg,away_turnover_margin,havoc_diff,rush_sr_diff,explosiveness_off_diff,explosiveness_def_diff,explosiveness_net_diff,plays_per_drive_diff,tempo_combined,rush_rate_diff,rush_rate_combined,points_per_opp_diff,points_per_opp_combined,def_points_per_opp_combined,field_pos_diff,turnover_margin_diff,turnovers_combined,home_ret_ppa_pct,home_ret_pass_ppa_pct,away_ret_ppa_pct,away_ret_pass_ppa_pct,ret_ppa_diff,ret_pass_ppa_diff,home_p4_conf_years,away_p4_conf_years,home_new_p4_conf,away_new_p4_conf,conf_newness_diff,home_portal_net_rating,home_portal_qb_in,home_portal_qb_out,home_portal_net_count,home_portal_stars_in_avg,home_portal_talent_in,home_portal_talent_out,away_portal_net_rating,away_portal_qb_in,away_portal_qb_out,away_portal_net_count,away_portal_stars_in_avg,away_portal_talent_in,away_portal_talent_out,portal_net_rating_diff,home_rest_days,away_rest_days,rest_diff,away_travel_miles,home_travel_miles,travel_disadvantage,long_haul_away,spread,over_under,spread_open,over_under_open,home_moneyline,away_moneyline,home_win,covered_spread,went_over,week_num,is_postseason,late_season,spread_magnitude,is_big_favorite,sp_diff,sp_off_diff,sp_def_diff,epa_off_diff_roll3,epa_def_diff_roll3,recruiting_diff,vegas_home_margin,has_line_data,line_movement,line_movement_abs,sharp_move_home,sharp_move_away,line_moved_home,line_moved_away,spread_open_val,total_movement,total_movement_abs,sharp_total_under,sharp_total_over,wind_speed,temp_avg,precipitation,is_dome
400835430,2015,1,regular,2015-09-05 18:00:00+00:00,0,0,Illinois,Big Ten,52.0,Kent State,Mid-American,3.0,1406.0,1273.0,1.2777666493,49.0,55.0,,,,,181.74,,,,,,,,,,,,0.19,0.48,-0.05,,-0.18,,,,,,,,,,,,,,,119.93,,,,,,,,,,,,-0.18,-0.2,-0.2,,0.19,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,530.96,338.4,192.56000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,0.73,0.768,0.478,1.019,0.252,-0.2509999999999999,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,369.990713796558,0.0,369.990713796558,0.0,-13.0,54.5,,,,,1,1,1,1,0,0,13.0,0.0,,,,,,61.81,13.0,0,,,0,0,0,0,,,,0,0,8.6,80.69999999999999,0.0,0
400603832,2015,1,regular,2015-09-05 23:00:00+00:00,0,0,Kentucky,SEC,40.0,Louisiana,Sun Belt,33.0,1401.0,1453.0,4.5826612569,7.0,73.0,,,,,193.19,,,,,,,,,,,,0.3,0.33,0.34,,0.18,,,,,,,,,,,,,,,146.18,,,,,,,,,,,,0.18,0.03,0.33,,0.3,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,634.52,430.17,204.34999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,0.722,0.933,0.555,0.459,0.16699999999999993,0.47400000000000003,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,689.9206738579413,0.0,689.9206738579413,0.0,-17.0,58.0,,,,,1,0,1,1,0,0,17.0,1.0,,,,,,47.00999999999999,17.0,0,,,0,0,0,0,,,,0,0,7.0,79.8,0.008,0
400763597,2015,2,regular,2015-09-12 23:00:00+00:00,0,0,SMU,American Athletic,31.0,North Texas,Conference USA,13.0,1132.0,1332.0,6.54166606109999,18.0,44.0,,,,,142.99,0.1,0.69,0.1,0.1,0.1,0.69,0.1,0.1,0.1,0.69,,0.04,0.44,-0.22,,-0.1,0.1,0.1,0.1,0.69,0.1,0.1,0.1,0.69,0.1,0.69,,,,,126.6,,,,,,,,,,,,-0.1,0.12,-0.25,,0.04,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,446.83,380.69,66.13999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,0.884,0.581,0.721,0.0,0.16300000000000003,0.581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,-6.0,33.40223608985832,0.0,33.40223608985832,0.0,-6.0,60.0,,,,,1,1,0,2,0,0,6.0,0.0,,,,,,16.390000000000015,6.0,0,,,0,0,0,0,,,,0,0,11.4,75.4,0.0,0
400757018,2015,2,regular,2015-09-13 00:00:00+00:00,0,0,Michigan State,Big Ten,31.0,Oregon,Pac-12,28.0,1843.0,1936.0,6.56049610689999,3.0,59.0,,,,,221.77,0.0050000000000000044,0.215,0.175,-0.09999999999999999,0.0050000000000000044,0.215,0.175,-0.09999999999999999,0.0050000000000000044,0.215,,0.05,0.29,0.03,,0.1,0.0050000000000000044,0.175,-0.09999999999999999,0.215,0.0050000000000000044,0.175,-0.09999999999999999,0.215,0.0050000000000000044,0.215,,,,,245.79,0.335,0.265,0.16999999999999998,0.435,0.335,0.265,0.16999999999999998,0.435,0.335,0.265,,0.1,0.29,-0.1,,0.05,0.335,0.16999999999999998,0.435,0.265,0.335,0.16999999999999998,0.435,0.265,0.335,0.265,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,715.3,757.52,-42.22000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,0.599,0.963,0.478,0.275,0.121,0.688,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,1921.5826215859656,0.0,1921.5826215859656,1.0,-5.0,66.0,,,,,1,0,0,2,0,0,5.0,0.0,,,,-0.33,-0.05000000000000002,-24.019999999999982,5.0,0,,,0,0,0,0,,,,0,0,11.1,56.65,0.0,0
400756919,2015,3,regular,2015-09-17 23:30:00+00:00,0,1,Louisville,ACC,17.0,Clemson,ACC,20.0,1659.0,1818.0,6.42264078419999,-3.0,37.0,,,,,201.4,0.20666666666666667,0.17,0.14666666666666667,0.19999999999999998,0.20666666666666667,0.17,0.14666666666666667,0.19999999999999998,0.20666666666666667,0.17,,-0.01,0.05,-0.05,,0.13,0.20666666666666667,0.14666666666666667,0.19999999999999998,0.17,0.20666666666666667,0.14666666666666667,0.19999999999999998,0.17,0.20666666666666667,0.17,,,,,277.98,0.22999999999999998,0.006666666666666682,0.29666666666666663,0.14333333333333334,0.265,-0.014999999999999993,0.33999999999999997,0.18,0.265,-0.014999999999999993,,0.13,0.12,0.18,,-0.01,0.22999999999999998,0.29666666666666663,0.14333333333333334,0.006666666666666682,0.265,0.33999999999999997,0.18,-0.014999999999999993,0.265,-0.014999999999999993,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,641.05,807.56,-166.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,0.596,0.816,0.86,0.797,-0.264,0.018999999999999906,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,292.6194980870991,0.0,292.6194980870991,0.0,5.0,54.0,,,,,0,1,0,3,0,0,5.0,0.0,,,,-0.023333333333333317,0.16333333333333333,-76.58000000000001,-5.0,0,,,0,0,0,0,,,,0,0,6.6,71.05,0.0,0
400763600,2015,3,regular,2015-09-19 16:00:00+00:00,0,0,Florida Atlantic,Conference USA,15.0,Buffalo,Mid-American,33.0,1278.0,1386.0,6.2163966397,-18.0,48.0,,,,,146.02,0.23500000000000001,0.355,0.21000000000000002,0.305,0.23500000000000001,0.355,0.21000000000000002,0.305,0.23500000000000001,0.355,,-0.17,-0.14,-0.15,,0.01,0.23500000000000001,0.21000000000000002,0.305,0.355,0.23500000000000001,0.21000000000000002,0.305,0.355,0.23500000000000001,0.355,,,,,103.21,0.29,0.035,0.46,0.18,0.29,0.035,0.46,0.18,0.29,0.035,,0.01,-0.04,0.1,,-0.17,0.29,0.46,0.18,0.035,0.29,0.46,0.18,0.035,0.29,0.035,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,401.61,316.44,85.17000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,0.759,1.168,0.946,1.0,-0.18699999999999994,0.16799999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,1150.9491365211481,0.0,1150.9491365211481,1.0,-2.5,59.5,,,,,0,0,0,3,0,0,2.5,0.0,,,,-0.054999999999999966,0.31999999999999995,42.81000000000002,2.5,0,,,0,0,0,0,,,,0,0,6.5,82.1,0.035,0
400787245,2015,4,regular,2015-09-26 19:30:00+00:00,0,0,Buffalo,Mid-American,21.0,Nevada,Mountain West,24.0,1419.0,1396.0,7.1182849857,-3.0,45.0,,,,,103.21,0.19666666666666666,-0.03333333333333333,0.29333333333333333,0.15333333333333335,0.19666666666666666,-0.03333333333333333,0.29333333333333333,0.15333333333333335,0.19666666666666666,-0.03333333333333333,,0.24,0.43,-0.04,,0.17,0.19666666666666666,0.29333333333333333,0.15333333333333335,-0.03333333333333333,0.19666666666666666,0.29333333333333333,0.15333333333333335,-0.03333333333333333,0.19666666666666666,-0.03333333333333333,,,,,122.5,0.13333333333333333,0.2966666666666667,0.24,0.06333333333333334,0.1725,0.245,0.255,0.1225,0.1725,0.245,,0.17,-0.07,0.32,,0.24,0.13333333333333333,0.24,0.06333333333333334,0.2966666666666667,0.1725,0.255,0.1225,0.245,0.1725,0.245,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,316.44,380.53,-64.08999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,0.946,1.0,0.472,0.087,0.474,0.913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,2123.1940936414935,0.0,2123.1940936414935,1.0,-3.0,53.0,,,,,0,0,0,4,0,0,3.0,0.0,,,,0.06333333333333332,-0.33,-19.290000000000006,3.0,0,,,0,0,0,0,,,,0,0,9.7,63.5,0.0,0
400787313,2015,4,regular,2015-09-26 23:00:00+00:00,0,0,Louisiana,Sun Belt,14.0,Akron,Mid-American,35.0,1440.0,1237.0,3.2241824794,-21.0,49.0,,,,,146.18,0.475,0.21,0.5700000000000001,0.53,0.475,0.21,0.5700000000000001,0.53,0.475,0.21,,0.03,0.05,0.01,,0.24,0.475,0.5700000000000001,0.53,0.21,0.475,0.5700000000000001,0.53,0.21,0.475,0.21,,,,,82.38,-0.013333333333333336,-0.02,0.04000000000000001,0.04333333333333333,-0.0425,0.05,-0.029999999999999992,0.022499999999999992,-0.0425,0.05,,0.24,0.23,0.25,,0.03,-0.013333333333333336,0.04000000000000001,0.04333333333333333,-0.02,-0.0425,-0.029999999999999992,0.022499999999999992,0.05,-0.0425,0.05,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,430.17,412.65,17.52000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,0.555,0.459,0.479,1.2,0.07600000000000007,-0.7409999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,7.0,953.684774518301,0.0,953.684774518301,0.0,-7.5,54.0,,,,,0,0,0,4,0,0,7.5,0.0,,,,0.4883333333333333,0.22999999999999998,63.80000000000001,7.5,0,,,0,0,0,0,,,,0,0,5.0,79.9,0.024,0
400763620,2015,5,regular,2015-10-03 19:00:00+00:00,0,0,Massachusetts,Mid-American,24.0,Florida International,Conference USA,14.0,1142.0,1324.0,6.0457124263,10.0,38.0,,,,,118.12,0.10000000000000002,0.29000000000000004,0.10666666666666667,0.15333333333333335,0.10000000000000002,0.29000000000000004,0.10666666666666667,0.15333333333333335,0.10000000000000002,0.29000000000000004,,0.18,0.37,-0.08,,-0.03,0.10000000000000002,0.10666666666666667,0.15333333333333335,0.29000000000000004,0.10000000000000002,0.10666666666666667,0.15333333333333335,0.29000000000000004,0.10000000000000002,0.29000000000000004,,,,,120.42,0.10333333333333333,0.06666666666666667,0.18333333333333335,-0.04999999999999999,0.135,0.0675,0.225,-0.009999999999999995,0.135,0.0675,,-0.03,-0.05,0.0,,0.18,0.10333333333333333,0.18333333333333335,-0.04999999999999999,0.06666666666666667,0.135,0.225,-0.009999999999999995,0.0675,0.135,0.0675,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,323.73,360.11,-36.379999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,0.848,0.954,0.669,0.99,0.17899999999999994,-0.03600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,-1.0,,0.0,,0.0,-2.5,58.0,,,,,1,1,0,5,0,0,2.5,0.0,,,,-0.003333333333333313,0.22333333333333338,-2.299999999999997,2.5,0,,,0,0,0,0,,,,0,0,,,,0
400603879,2015,5,regular,2015-10-03 19:30:00+00:00,0,1,Georgia,SEC,10.0,Alabama,SEC,38.0,1941.0,1953.0,2.66273805989999,-28.0,48.0,,,,,282.54,0.4533333333333333,-0.05000000000000001,0.6666666666666666,0.3433333333333333,0.394,0.017999999999999995,0.618,0.28200000000000003,0.394,0.017999999999999995,,-0.27,-0.54,-0.02,,0.05,0.4533333333333333,0.6666666666666666,0.3433333333333333,-0.05000000000000001,0.394,0.618,0.28200000000000003,0.017999999999999995,0.394,0.017999999999999995,,,,,311.1,0.13,-0.043333333333333335,0.09333333333333332,0.18000000000000002,0.198,-0.026000000000000006,0.294,0.122,0.2416666666666667,-0.015000000000000005,,0.05,0.37,-0.05,,-0.27,0.13,0.09333333333333332,0.18000000000000002,-0.043333333333333335,0.198,0.294,0.122,-0.026000000000000006,0.2416666666666667,-0.015000000000000005,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,877.74,981.9,-104.15999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,0.461,0.23,0.222,0.101,0.23900000000000002,0.129,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,1.0,245.8224668612991,0.0,245.8224668612991,0.0,-1.5,51.0,,,,,0,0,0,5,0,0,1.5,0.0,,,,0.3233333333333333,-0.006666666666666675,-28.560000000000002,1.5,0,,,0,0,0,0,,,,0,0,13.0,58.7,3.563,0
