season,team,portal_talent_in,portal_talent_out,portal_net_rating,portal_count_in,portal_count_out,portal_net_count,portal_stars_in_avg,portal_qb_in,portal_qb_out
2022,Bowling Green,161.0,475.0,-314.0,6.0,13.0,-7.0,2.0,0.0,1.0
2022,Bucknell,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2022,Buffalo,923.0,1237.0,-314.0,21.0,27.0,-6.0,2.4761904761904763,1.0,1.0
2022,Butler,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
2022,Butler County (KS),79.0,0.0,79.0,1.0,0.0,1.0,2.0,0.0,0.0
2022,Cal Poly,0.0,86.0,-86.0,0.0,2.0,-2.0,0.0,0.0,0.0
2022,California,352.0,436.0,-84.0,6.0,11.0,-5.0,2.8333333333333335,1.0,1.0
2022,Campbell,0.0,84.0,-84.0,4.0,3.0,1.0,3.25,0.0,0.0
2022,Central Arkansas,237.0,172.0,65.0,6.0,2.0,4.0,2.3333333333333335,0.0,0.0
2022,Central Michigan,162.0,676.0,-514.0,2.0,17.0,-15.0,2.5,0.0,1.0
2022,Central Missouri,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
2022,Central Oklahoma,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0
2022,Charleston Southern,0.0,84.0,-84.0,0.0,1.0,-1.0,0.0,0.0,0.0
2022,Charlotte,167.0,86.0,81.0,3.0,9.0,-6.0,3.0,0.0,1.0
2022,Chattanooga,0.0,0.0,0.0,4.0,0.0,4.0,2.0,1.0,0.0
2022,Cincinnati,436.0,244.0,192.0,7.0,10.0,-3.0,2.857142857142857,1.0,1.0
2022,Cisco College,82.0,0.0,82.0,1.0,0.0,1.0,3.0,0.0,0.0
2022,Clemson,80.0,845.0,-765.0,1.0,10.0,-9.0,3.0,1.0,1.0
2022,Coastal Carolina,0.0,170.0,-170.0,4.0,16.0,-12.0,2.75,0.0,0.0
2022,Colgate,0.0,83.0,-83.0,1.0,1.0,0.0,3.0,0.0,0.0
2022,College of the Canyons,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2022,Colorado,336.0,1255.0,-919.0,6.0,24.0,-18.0,2.5,1.0,0.0
2022,Colorado School Of Mines,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
2022,Colorado State,501.0,409.0,92.0,11.0,22.0,-11.0,2.727272727272727,1.0,1.0
2022,Columbia,0.0,171.0,-171.0,0.0,2.0,-2.0,0.0,0.0,0.0
2022,Concordia University,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2022,Cornell,0.0,89.0,-89.0,0.0,2.0,-2.0,0.0,0.0,0.0
2022,Dartmouth,0.0,338.0,-338.0,0.0,6.0,-6.0,0.0,0.0,0.0
2022,Delaware,0.0,87.0,-87.0,0.0,2.0,-2.0,0.0,0.0,0.0
2022,Delta State,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
2022,Drake,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0
2022,Duke,255.0,515.0,-260.0,8.0,13.0,-5.0,2.375,0.0,1.0
2022,Duquesne,79.0,0.0,79.0,1.0,1.0,0.0,2.0,0.0,1.0
2022,East Carolina,653.0,318.0,335.0,14.0,28.0,-14.0,2.5,0.0,1.0
2022,East Central (OK),0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
2022,East Tennessee State,80.0,262.0,-182.0,1.0,3.0,-2.0,3.0,0.0,0.0
2022,Eastern Illinois,165.0,0.0,165.0,2.0,1.0,1.0,3.0,1.0,0.0
2022,Eastern Kentucky,166.0,0.0,166.0,4.0,1.0,3.0,3.0,0.0,0.0
2022,Eastern Michigan,325.0,328.0,-3.0,5.0,15.0,-10.0,2.6,1.0,1.0
2022,Eastern New Mexico,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0
2022,Elizabeth City State,79.0,0.0,79.0,2.0,0.0,2.0,2.5,0.0,0.0
2022,Elon,76.0,0.0,76.0,4.0,1.0,3.0,2.5,0.0,0.0
2022,Florida,704.0,1215.0,-511.0,9.0,18.0,-9.0,3.4444444444444446,1.0,1.0
2022,Florida A&M,322.0,0.0,322.0,8.0,2.0,6.0,2.5,1.0,0.0
2022,Florida Atlantic,501.0,242.0,259.0,12.0,12.0,0.0,3.0833333333333335,0.0,0.0
2022,Florida International,492.0,822.0,-330.0,11.0,17.0,-6.0,2.909090909090909,1.0,1.0
2022,Florida State,1046.0,916.0,130.0,13.0,28.0,-15.0,2.923076923076923,0.0,1.0
2022,Fordham,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0
2022,Fort Hays State,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
2022,Fresno State,604.0,408.0,196.0,12.0,16.0,-4.0,2.8333333333333335,1.0,1.0
2022,Furman,0.0,76.0,-76.0,0.0,3.0,-3.0,0.0,0.0,0.0
2022,Gardner-Webb,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
2022,Georgetown,0.0,89.0,-89.0,0.0,1.0,-1.0,0.0,0.0,0.0
2022,Georgia,0.0,895.0,-895.0,1.0,14.0,-13.0,2.0,0.0,1.0
2022,Georgia Southern,165.0,156.0,9.0,11.0,18.0,-7.0,1.8181818181818181,1.0,1.0
2022,Georgia State,79.0,565.0,-486.0,4.0,15.0,-11.0,2.0,1.0,1.0
2022,Georgia Tech,1038.0,1031.0,7.0,18.0,17.0,1.0,2.9444444444444446,1.0,1.0
2022,Grambling,245.0,0.0,245.0,5.0,1.0,4.0,3.0,1.0,0.0
2022,Grand Valley State University,80.0,0.0,80.0,1.0,0.0,1.0,3.0,0.0,0.0
2022,Hampton,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0
2022,Harvard,0.0,262.0,-262.0,0.0,5.0,-5.0,0.0,0.0,0.0
2022,Hawai'i,332.0,1021.0,-689.0,13.0,22.0,-9.0,2.923076923076923,1.0,1.0
2022,Hinds C.C.,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2022,Holmes C.C.,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
2022,Holy Cross,0.0,83.0,-83.0,0.0,1.0,-1.0,0.0,0.0,0.0
2022,Houston,513.0,644.0,-131.0,11.0,23.0,-12.0,3.0,1.0,1.0
2022,Houston Christian,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0
2022,Hutchinson C.C.,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2022,Idaho,82.0,85.0,-3.0,1.0,1.0,0.0,3.0,0.0,0.0
2022,Idaho State,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0
2022,Illinois,251.0,584.0,-333.0,8.0,23.0,-15.0,1.875,1.0,1.0
2022,Illinois State,163.0,173.0,-10.0,2.0,2.0,0.0,3.0,1.0,0.0
2022,Incarnate Word,79.0,93.0,-14.0,4.0,3.0,1.0,2.25,1.0,1.0
2022,Independence C.C.,84.0,0.0,84.0,1.0,0.0,1.0,3.0,1.0,0.0
2022,Indiana,849.0,1313.0,-464.0,13.0,34.0,-21.0,2.923076923076923,1.0,1.0
2022,Indiana State,0.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0
2022,Iowa,87.0,328.0,-241.0,1.0,7.0,-6.0,3.0,0.0,1.0
2022,Iowa Central C.C.,0.0,0.0,0.0,2.0,0.0,2.0,1.5,0.0,0.0
2022,Iowa State,169.0,595.0,-426.0,4.0,21.0,-17.0,3.0,1.0,1.0
2022,Iowa Western C.C.,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
2022,Jackson State,908.0,0.0,908.0,15.0,0.0,15.0,2.8666666666666667,0.0,0.0
2022,Jacksonville State,85.0,0.0,85.0,6.0,4.0,2.0,3.3333333333333335,1.0,0.0
2022,James Madison,162.0,177.0,-15.0,5.0,3.0,2.0,3.0,1.0,0.0
2022,Kansas,1030.0,330.0,700.0,15.0,23.0,-8.0,2.6,0.0,1.0
2022,Kansas State,514.0,828.0,-314.0,7.0,17.0,-10.0,2.7142857142857144,1.0,0.0
2022,Kennesaw State,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0
2022,Kent State,325.0,162.0,163.0,4.0,7.0,-3.0,3.0,0.0,1.0
2022,Kentucky,529.0,667.0,-138.0,9.0,19.0,-10.0,2.888888888888889,1.0,1.0
2022,Kentucky Christian,0.0,86.0,-86.0,0.0,1.0,-1.0,0.0,0.0,0.0
2022,LSU,1324.0,1076.0,248.0,16.0,19.0,-3.0,3.125,1.0,1.0
2022,Lafayette,0.0,87.0,-87.0,0.0,1.0,-1.0,0.0,0.0,0.0
2022,Lamar,83.0,86.0,-3.0,2.0,1.0,1.0,3.0,1.0,0.0
2022,Lehigh,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2022,Liberty,583.0,80.0,503.0,13.0,10.0,3.0,2.4615384615384617,1.0,0.0
2022,Limestone College,0.0,0.0,0.0,3.0,0.0,3.0,1.3333333333333333,1.0,0.0
2022,Lindenwood University,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0
2022,Livingstone College,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
2022,Louisiana,81.0,1028.0,-947.0,2.0,14.0,-12.0,3.0,0.0,0.0
2022,Louisiana Tech,244.0,251.0,-7.0,9.0,11.0,-2.0,3.111111111111111,1.0,1.0
2022,Louisville,875.0,1010.0,-135.0,13.0,18.0,-5.0,2.6923076923076925,0.0,0.0
2022,Maine,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
2022,Marist,0.0,82.0,-82.0,0.0,1.0,-1.0,0.0,0.0,0.0
2022,Marshall,501.0,328.0,173.0,13.0,14.0,-1.0,2.923076923076923,1.0,1.0
2022,Maryland,172.0,923.0,-751.0,6.0,27.0,-21.0,2.8333333333333335,1.0,0.0
2022,Massachusetts,979.0,166.0,813.0,19.0,15.0,4.0,2.263157894736842,0.0,0.0
2022,McNeese,162.0,0.0,162.0,5.0,2.0,3.0,2.8,1.0,0.0
2022,Memphis,430.0,655.0,-225.0,11.0,21.0,-10.0,2.5454545454545454,1.0,1.0
2022,Mercer,78.0,0.0,78.0,2.0,0.0,2.0,1.0,0.0,0.0
2022,Merrimack,80.0,0.0,80.0,1.0,0.0,1.0,3.0,1.0,0.0
2022,Miami,968.0,1019.0,-51.0,11.0,18.0,-7.0,3.090909090909091,0.0,0.0
2022,Miami (OH),338.0,745.0,-407.0,8.0,17.0,-9.0,3.0,0.0,1.0
2022,Michigan,270.0,511.0,-241.0,3.0,12.0,-9.0,3.3333333333333335,0.0,1.0
2022,Michigan State,623.0,1004.0,-381.0,10.0,23.0,-13.0,3.2,0.0,0.0
2022,Middle Tennessee,332.0,339.0,-7.0,10.0,18.0,-8.0,3.0,0.0,1.0
2022,Minnesota,515.0,1086.0,-571.0,8.0,23.0,-15.0,2.25,0.0,1.0
2022,Minnesota State Mankato,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
2022,Misericordia,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
2022,Mississippi State,439.0,938.0,-499.0,10.0,24.0,-14.0,2.8,0.0,1.0
2022,Missouri,1030.0,936.0,94.0,13.0,17.0,-4.0,3.0,1.0,1.0
2022,Missouri State,321.0,81.0,240.0,4.0,2.0,2.0,2.75,1.0,0.0
2022,Missouri Western State,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
2022,Monmouth,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0
2022,Montana,80.0,78.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0
2022,Montana State,0.0,0.0,0.0,1.0,2.0,-1.0,3.0,1.0,0.0
2022,Murray State,0.0,173.0,-173.0,1.0,2.0,-1.0,2.0,0.0,0.0
2022,NC State,173.0,258.0,-85.0,2.0,8.0,-6.0,3.0,0.0,1.0
2022,Navarro College,162.0,0.0,162.0,3.0,0.0,3.0,3.0,0.0,0.0
2022,Navy,0.0,242.0,-242.0,0.0,4.0,-4.0,0.0,0.0,0.0
2022,Nebraska,1208.0,862.0,346.0,15.0,20.0,-5.0,3.066666666666667,1.0,1.0
2022,Nevada,89.0,763.0,-674.0,16.0,19.0,-3.0,2.0,1.0,1.0
2022,New Mexico,164.0,421.0,-257.0,7.0,12.0,-5.0,2.142857142857143,1.0,0.0
2022,New Mexico State,604.0,591.0,13.0,9.0,16.0,-7.0,2.6666666666666665,0.0,1.0
2022,Nicholls,0.0,0.0,0.0,1.0,3.0,-2.0,3.0,1.0,1.0
2022,Norfolk State,82.0,84.0,-2.0,3.0,1.0,2.0,2.3333333333333335,0.0,0.0
2022,North Carolina,437.0,933.0,-496.0,5.0,16.0,-11.0,3.0,0.0,0.0
2022,North Carolina A&T,79.0,0.0,79.0,3.0,1.0,2.0,2.6666666666666665,0.0,0.0
2022,North Carolina Central,80.0,73.0,7.0,1.0,1.0,0.0,3.0,0.0,0.0
2022,North Dakota State,0.0,173.0,-173.0,0.0,4.0,-4.0,0.0,0.0,1.0
2022,North Texas,582.0,515.0,67.0,10.0,22.0,-12.0,2.7,1.0,1.0
2022,Northern Arizona,83.0,0.0,83.0,2.0,0.0,2.0,3.0,0.0,0.0
2022,Northern Colorado,81.0,86.0,-5.0,3.0,3.0,0.0,3.0,1.0,0.0
2022,Northern Illinois,80.0,170.0,-90.0,3.0,5.0,-2.0,2.6666666666666665,1.0,0.0
2022,Northern Iowa,163.0,89.0,74.0,5.0,1.0,4.0,3.0,0.0,0.0
2022,Northern State,0.0,85.0,-85.0,0.0,1.0,-1.0,0.0,0.0,0.0
2022,Northwest Missouri St,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
2022,Northwestern,410.0,746.0,-336.0,6.0,9.0,-3.0,2.5,0.0,1.0
2022,Northwestern State,245.0,0.0,245.0,3.0,0.0,3.0,2.3333333333333335,0.0,0.0
2022,Notre Dame,181.0,766.0,-585.0,4.0,14.0,-10.0,1.75,0.0,1.0
2022,Notre Dame College,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
2022,Ohio,81.0,239.0,-158.0,3.0,12.0,-9.0,3.0,1.0,0.0
2022,Ohio State,182.0,1224.0,-1042.0,3.0,20.0,-17.0,3.3333333333333335,0.0,1.0
2022,Oklahoma,1320.0,1166.0,154.0,16.0,18.0,-2.0,3.125,1.0,1.0
2022,Oklahoma State,256.0,882.0,-626.0,5.0,16.0,-11.0,3.0,0.0,1.0
2022,Old Dominion,80.0,395.0,-315.0,3.0,10.0,-7.0,3.0,1.0,1.0
2022,Ole Miss,1432.0,1423.0,9.0,17.0,23.0,-6.0,3.4705882352941178,1.0,0.0
2022,Oregon,786.0,1152.0,-366.0,12.0,19.0,-7.0,3.0833333333333335,1.0,0.0
2022,Oregon State,86.0,248.0,-162.0,2.0,10.0,-8.0,3.5,0.0,1.0
2022,Penn State,178.0,508.0,-330.0,3.0,15.0,-12.0,3.3333333333333335,0.0,1.0
2022,Pittsburg St,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
2022,Pittsburgh,436.0,682.0,-246.0,7.0,17.0,-10.0,3.142857142857143,1.0,1.0
2022,Portland State,87.0,0.0,87.0,4.0,0.0,4.0,2.25,0.0,0.0
2022,Prairie View A&M,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
2022,Professional,176.0,0.0,176.0,2.0,0.0,2.0,3.0,0.0,0.0
2022,Purdue,507.0,671.0,-164.0,10.0,16.0,-6.0,2.9,1.0,1.0
2022,Rhode Island,0.0,83.0,-83.0,1.0,1.0,0.0,3.0,0.0,0.0
2022,Rice,252.0,652.0,-400.0,7.0,15.0,-8.0,2.7142857142857144,0.0,0.0
2022,Richmond,0.0,88.0,-88.0,0.0,1.0,-1.0,0.0,0.0,0.0
2022,Robert Morris,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
2022,Rutgers,609.0,828.0,-219.0,7.0,21.0,-14.0,3.2857142857142856,0.0,1.0
2022,SE Louisiana,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2022,SMU,1300.0,515.0,785.0,16.0,15.0,1.0,3.0625,0.0,1.0
2022,Sacramento State,82.0,0.0,82.0,2.0,0.0,2.0,3.0,0.0,0.0
2022,Sacred Heart,0.0,90.0,-90.0,0.0,1.0,-1.0,0.0,0.0,0.0
2022,Sam Houston,490.0,177.0,313.0,14.0,4.0,10.0,2.4285714285714284,1.0,0.0
2022,Samford,80.0,87.0,-7.0,4.0,4.0,0.0,2.0,1.0,0.0
2022,San Diego,79.0,0.0,79.0,2.0,0.0,2.0,1.0,1.0,0.0
2022,San Diego State,171.0,327.0,-156.0,6.0,9.0,-3.0,3.0,1.0,1.0
2022,San José State,338.0,81.0,257.0,8.0,12.0,-4.0,2.625,1.0,0.0
2022,Savannah St,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
2022,Shepherd,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
2022,Simon Fraser,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
2022,South Alabama,1236.0,154.0,1082.0,15.0,10.0,5.0,3.0,1.0,1.0
2022,South Carolina,805.0,670.0,135.0,10.0,21.0,-11.0,3.4,1.0,1.0
2022,South Dakota,87.0,0.0,87.0,3.0,1.0,2.0,3.0,0.0,0.0
2022,South Dakota State,85.0,0.0,85.0,1.0,2.0,-1.0,3.0,1.0,0.0
2022,South Florida,1240.0,730.0,510.0,16.0,22.0,-6.0,3.0,1.0,1.0
2022,Southern,84.0,0.0,84.0,2.0,0.0,2.0,3.0,0.0,0.0
2022,Southern Arkansas,79.0,0.0,79.0,1.0,0.0,1.0,2.0,0.0,0.0
2022,Southern Connecticut State,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
2022,Southern Illinois,322.0,0.0,322.0,6.0,0.0,6.0,2.5,0.0,0.0
2022,Southern Miss,841.0,393.0,448.0,11.0,15.0,-4.0,3.0,0.0,0.0
2022,Southern Utah,84.0,85.0,-1.0,1.0,3.0,-2.0,3.0,0.0,0.0
2022,Southwest Minnesota State,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
2022,Southwest Mississippi C.C.,81.0,0.0,81.0,1.0,0.0,1.0,3.0,0.0,0.0
2022,Southwestern Oklahoma State,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0
2022,St. Thomas University,80.0,0.0,80.0,1.0,0.0,1.0,3.0,0.0,0.0
2022,Stanford,89.0,595.0,-506.0,1.0,9.0,-8.0,3.0,0.0,0.0
2022,Stephen F. Austin,160.0,87.0,73.0,2.0,4.0,-2.0,2.5,1.0,0.0
2022,Stetson,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2022,Stony Brook,79.0,0.0,79.0,1.0,0.0,1.0,2.0,0.0,0.0
2022,Syracuse,596.0,993.0,-397.0,9.0,18.0,-9.0,2.6666666666666665,1.0,1.0
2022,TCU,1215.0,1039.0,176.0,14.0,17.0,-3.0,3.142857142857143,0.0,1.0
2022,Tarleton State,84.0,0.0,84.0,2.0,0.0,2.0,3.0,1.0,0.0
2022,Temple,750.0,417.0,333.0,12.0,18.0,-6.0,2.3333333333333335,1.0,1.0
2022,Tennessee,435.0,597.0,-162.0,8.0,22.0,-14.0,3.125,1.0,1.0
2022,Tennessee State,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0
2022,Tennessee Tech,85.0,0.0,85.0,1.0,0.0,1.0,3.0,0.0,0.0
2022,Texas,637.0,1186.0,-549.0,7.0,23.0,-16.0,3.7142857142857144,1.0,1.0
2022,Texas A&M,92.0,688.0,-596.0,2.0,13.0,-11.0,3.5,1.0,1.0
2022,Texas State,407.0,322.0,85.0,15.0,8.0,7.0,2.2,1.0,1.0
2022,Texas Tech,934.0,243.0,691.0,14.0,8.0,6.0,3.0,1.0,1.0
2022,The Citadel,81.0,0.0,81.0,1.0,1.0,0.0,3.0,0.0,0.0
2022,Tiffin University,80.0,0.0,80.0,1.0,0.0,1.0,3.0,1.0,0.0
2022,Toledo,249.0,657.0,-408.0,7.0,17.0,-10.0,2.857142857142857,0.0,1.0
2022,Towson,84.0,0.0,84.0,3.0,0.0,3.0,3.0,1.0,0.0
2022,Trinity Valley C.C.,79.0,0.0,79.0,3.0,0.0,3.0,2.6666666666666665,1.0,0.0
2022,Troy,84.0,168.0,-84.0,5.0,13.0,-8.0,1.8,1.0,1.0
2022,Tulane,513.0,345.0,168.0,9.0,10.0,-1.0,2.6666666666666665,0.0,0.0
2022,Tulsa,254.0,262.0,-8.0,7.0,6.0,1.0,3.142857142857143,0.0,0.0
2022,Tuskegee,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
2022,Tyler J.C. ,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2022,UAB,172.0,344.0,-172.0,2.0,10.0,-8.0,3.0,1.0,1.0
2022,UAlbany,87.0,93.0,-6.0,3.0,1.0,2.0,3.0,1.0,0.0
2022,UC Davis,0.0,87.0,-87.0,1.0,3.0,-2.0,3.0,0.0,0.0
2022,UCF,799.0,1270.0,-471.0,14.0,24.0,-10.0,3.142857142857143,1.0,1.0
2022,UCLA,1061.0,1034.0,27.0,13.0,21.0,-8.0,3.076923076923077,0.0,1.0
2022,UConn,247.0,665.0,-418.0,9.0,20.0,-11.0,3.0,1.0,1.0
2022,UL Monroe,159.0,892.0,-733.0,7.0,19.0,-12.0,2.4285714285714284,0.0,1.0
2022,UNLV,334.0,404.0,-70.0,8.0,18.0,-10.0,2.625,1.0,1.0
2022,USC,1710.0,1533.0,177.0,20.0,27.0,-7.0,3.4,1.0,1.0
2022,UT Martin,81.0,176.0,-95.0,4.0,2.0,2.0,2.0,1.0,0.0
2022,UTEP,79.0,175.0,-96.0,1.0,9.0,-8.0,2.0,0.0,1.0
2022,UTSA,419.0,162.0,257.0,9.0,9.0,0.0,3.0,0.0,1.0
2022,Utah,436.0,514.0,-78.0,5.0,16.0,-11.0,3.2,0.0,1.0
2022,Utah State,509.0,407.0,102.0,8.0,18.0,-10.0,3.125,1.0,1.0
2022,Utah Tech,84.0,0.0,84.0,2.0,0.0,2.0,3.0,1.0,0.0
2022,VMI,0.0,81.0,-81.0,0.0,2.0,-2.0,0.0,0.0,0.0
2022,Valdosta State,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2022,Vanderbilt,426.0,932.0,-506.0,6.0,20.0,-14.0,2.5,0.0,1.0
2022,Villanova,82.0,0.0,82.0,1.0,0.0,1.0,3.0,0.0,0.0
2022,Virginia,523.0,1363.0,-840.0,10.0,23.0,-13.0,3.2,0.0,1.0
2022,Virginia Tech,345.0,423.0,-78.0,5.0,17.0,-12.0,3.2,1.0,1.0
2022,Wagner,79.0,0.0,79.0,1.0,0.0,1.0,2.0,1.0,0.0
2022,Wake Forest,170.0,255.0,-85.0,4.0,10.0,-6.0,2.5,0.0,1.0
2022,Washington,699.0,851.0,-152.0,9.0,20.0,-11.0,2.7777777777777777,1.0,0.0
2022,Washington State,353.0,835.0,-482.0,9.0,30.0,-21.0,2.111111111111111,1.0,1.0
2022,Weber State,0.0,87.0,-87.0,0.0,3.0,-3.0,0.0,0.0,0.0
2022,West Florida,0.0,87.0,-87.0,1.0,1.0,0.0,3.0,0.0,1.0
2022,West Texas A&M,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
2022,West Virginia,518.0,1456.0,-938.0,11.0,25.0,-14.0,2.1818181818181817,1.0,1.0
2022,Western Carolina,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0
2022,Western Illinois,0.0,88.0,-88.0,3.0,2.0,1.0,2.6666666666666665,0.0,0.0
2022,Western Kentucky,743.0,756.0,-13.0,14.0,19.0,-5.0,2.5,1.0,1.0
2022,Western Michigan,0.0,162.0,-162.0,5.0,8.0,-3.0,2.8,1.0,1.0
2022,Western New Mexico,80.0,0.0,80.0,1.0,0.0,1.0,3.0,0.0,0.0
2022,Winston-Salem State,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2022,Wisconsin,515.0,664.0,-149.0,6.0,12.0,-6.0,3.0,0.0,0.0
2022,Wyoming,161.0,698.0,-537.0,3.0,13.0,-10.0,2.6666666666666665,1.0,1.0
2022,Youngstown State,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
2023,Abilene Christian,0.0,85.0,-85.0,4.0,2.0,2.0,3.0,0.0,0.0
2023,Air Force,0.0,0.0,0.0,0.0,8.0,-8.0,0.0,0.0,1.0
2023,Akron,86.0,168.0,-82.0,4.0,12.0,-8.0,3.25,1.0,0.0
2023,Alabama,449.0,1518.0,-1069.0,5.0,21.0,-16.0,3.4,1.0,0.0
2023,Alabama A&M,81.0,0.0,81.0,2.0,0.0,2.0,3.0,0.0,0.0
2023,Alabama State,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0
2023,Alcorn State,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0
2023,Angelo State,0.0,84.0,-84.0,0.0,3.0,-3.0,0.0,0.0,0.0
2023,App State,84.0,254.0,-170.0,13.0,14.0,-1.0,2.4615384615384617,0.0,1.0
2023,Arizona,697.0,863.0,-166.0,8.0,26.0,-18.0,3.25,0.0,1.0
2023,Arizona State,2087.0,1358.0,729.0,30.0,30.0,0.0,2.9,1.0,1.0
2023,Arkansas,1503.0,799.0,704.0,17.0,31.0,-14.0,3.2941176470588234,1.0,1.0
2023,Arkansas State,0.0,89.0,-89.0,8.0,13.0,-5.0,2.625,1.0,1.0
2023,Army,0.0,89.0,-89.0,0.0,1.0,-1.0,0.0,0.0,0.0
2023,Assumption,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
2023,Auburn,1699.0,616.0,1083.0,21.0,21.0,0.0,3.5714285714285716,1.0,1.0
2023,Austin Peay,0.0,262.0,-262.0,3.0,4.0,-1.0,3.0,0.0,0.0
2023,BYU,1482.0,621.0,861.0,20.0,21.0,-1.0,3.05,1.0,0.0
2023,Ball State,83.0,179.0,-96.0,10.0,10.0,0.0,1.9,1.0,1.0
2023,Baylor,1137.0,706.0,431.0,13.0,12.0,1.0,3.1538461538461537,1.0,1.0
2023,Bethune-Cookman,0.0,0.0,0.0,3.0,0.0,3.0,2.6666666666666665,0.0,0.0
2023,Blinn College,84.0,0.0,84.0,1.0,0.0,1.0,3.0,1.0,0.0
2023,Boise State,172.0,346.0,-174.0,9.0,17.0,-8.0,2.6666666666666665,0.0,1.0
2023,Boston College,791.0,352.0,439.0,9.0,11.0,-2.0,3.0,1.0,1.0
2023,Bowling Green,0.0,354.0,-354.0,3.0,16.0,-13.0,3.3333333333333335,1.0,1.0
2023,Bryant,0.0,85.0,-85.0,0.0,1.0,-1.0,0.0,0.0,0.0
2023,Bucknell,0.0,0.0,0.0,1.0,2.0,-1.0,3.0,0.0,0.0
2023,Buffalo,753.0,168.0,585.0,10.0,14.0,-4.0,2.9,1.0,1.0
2023,Cal Poly,88.0,90.0,-2.0,4.0,3.0,1.0,3.0,1.0,0.0
2023,California,1490.0,783.0,707.0,20.0,26.0,-6.0,3.1,1.0,1.0
2023,"California, Pa.",0.0,175.0,-175.0,0.0,2.0,-2.0,0.0,0.0,0.0
2023,Campbell,0.0,86.0,-86.0,6.0,3.0,3.0,3.1666666666666665,0.0,0.0
2023,Central Arkansas,88.0,0.0,88.0,1.0,0.0,1.0,3.0,0.0,0.0
