year,team,conference,division,ranking,rating
2024,Northern Illinois,Mid-American,,71,-1.1
2024,Old Dominion,Sun Belt,East,73,-1.6
2024,Mississippi State,SEC,,73,-1.6
2024,South Alabama,Sun Belt,West,75,-1.7
2024,Louisiana,Sun Belt,West,75,-1.7
2024,Oklahoma State,Big 12,,77,-1.8
2024,Virginia,ACC,,78,-1.9
2024,Bowling Green,Mid-American,,78,-1.9
2024,Toledo,Mid-American,,80,-2.0
2024,Houston,Big 12,,80,-2.0
2024,Maryland,Big Ten,,80,-2.0
2024,NC State,ACC,,83,-2.1
2024,Georgia Southern,Sun Belt,East,84,-2.5
2024,Michigan State,Big Ten,,85,-2.8
2024,Jacksonville State,Conference USA,,85,-2.8
2024,Northwestern,Big Ten,,87,-3.3
2024,UTSA,American Athletic,,88,-3.6
2024,Arizona,Big 12,,89,-3.9
2024,South Florida,American Athletic,,90,-4.5
2024,East Carolina,American Athletic,,91,-5.3
2024,Western Kentucky,Conference USA,,92,-5.4
2024,North Texas,American Athletic,,93,-5.5
2024,Stanford,ACC,,94,-5.7
2024,Fresno State,Mountain West,,95,-6.0
2024,Buffalo,Mid-American,,96,-6.1
2024,Sam Houston,Conference USA,,97,-6.2
2024,Wake Forest,ACC,,97,-6.2
2024,Florida State,ACC,,99,-6.7
2024,San José State,Mountain West,,100,-7.1
2024,App State,Sun Belt,East,101,-7.6
2024,Western Michigan,Mid-American,,101,-7.6
2024,South Dakota,MVFC,,103,-7.7
2024,Purdue,Big Ten,,104,-8.0
2024,Colorado State,Mountain West,,105,-8.2
2024,Rice,American Athletic,,106,-8.6
2024,Nevada,Mountain West,,107,-9.2
2024,Coastal Carolina,Sun Belt,East,107,-9.2
2024,Oregon State,Pac-12,,107,-9.2
2024,Troy,Sun Belt,West,110,-9.6
2024,Hudson Valley,,,110,-9.6
2024,UL Monroe,Sun Belt,West,112,-9.8
2024,Liberty,Conference USA,,113,-9.9
2024,Arkansas State,Sun Belt,West,114,-11.5
2024,Air Force,Mountain West,,114,-11.5
2024,Florida International,Conference USA,,116,-11.6
2024,UAB,American Athletic,,116,-11.6
2024,Utah State,Mountain West,,118,-11.7
2024,UC Davis,Big Sky,,119,-11.8
2024,Wyoming,Mountain West,,120,-12.1
2024,Eastern Michigan,Mid-American,,120,-12.1
2024,Charlotte,,,122,-12.4
2024,New Mexico,Mountain West,,122,-12.4
2024,Charlotte,American Athletic,,122,-12.4
2024,Louisiana Tech,Conference USA,,125,-12.6
2024,Idaho,Big Sky,,126,-12.8
2024,Akron,Mid-American,,127,-12.9
2024,Hawai'i,Mountain West,,127,-12.9
2024,Georgia State,Sun Belt,East,127,-12.9
2024,Central Michigan,Mid-American,,130,-13.1
2024,Ball State,Mid-American,,131,-13.4
2024,Incarnate Word,Southland,,132,-15.0
2024,Missouri State,MVFC,,133,-15.1
2024,UT Martin,Big South-OVC,,134,-15.4
2024,Florida Atlantic,American Athletic,,134,-15.4
2024,Montana,Big Sky,,136,-16.5
2024,San Diego State,Mountain West,,137,-16.6
2024,Temple,American Athletic,,138,-17.0
2024,Massachusetts,FBS Independents,,139,-17.4
2024,Jackson State,SWAC,East,140,-17.5
2024,Abilene Christian,UAC,,141,-17.9
2024,Northern Arizona,Big Sky,,142,-18.0
2024,Mercer,Southern,,143,-18.1
2024,Tarleton State,UAC,,144,-18.2
2024,Stephen F. Austin,Southland,,145,-18.9
2024,North Dakota,MVFC,,146,-19.3
2024,Illinois State,MVFC,,147,-19.4
2024,Delaware,CAA,,148,-19.7
2024,UTEP,Conference USA,,149,-20.2
2024,Chattanooga,Southern,,150,-20.7
2024,Eastern Washington,Big Sky,,151,-21.0
2024,Villanova,CAA,,152,-21.1
2024,Richmond,CAA,,152,-21.1
2024,Southeast Missouri State,Big South-OVC,,152,-21.1
2024,Southern Utah,UAC,,155,-21.5
2024,South Carolina State,MEAC,,156,-21.8
2024,Tennessee Tech,Big South-OVC,,157,-22.0
2024,New Mexico State,Conference USA,,158,-22.1
2024,Western Carolina,Southern,,159,-22.4
2024,Monmouth,CAA,,159,-22.4
2024,East Tennessee State,Southern,,159,-22.4
2024,Towson,CAA,,162,-22.7
2024,Harvard,Ivy,,162,-22.7
2024,Lehigh,Patriot,,164,-22.9
2024,North Carolina Central,MEAC,,165,-23.0
2024,Middle Tennessee,Conference USA,,166,-23.2
2024,Kennesaw State,Conference USA,,167,-23.3
2024,Central Arkansas,UAC,,168,-23.4
2024,Yale,Ivy,,169,-23.5
2024,Tulsa,American Athletic,,170,-23.8
2024,Southern Miss,Sun Belt,West,171,-23.9
2024,Portland State,Big Sky,,171,-23.9
2024,Stony Brook,CAA,,173,-24.0
2024,Rhode Island,CAA,,173,-24.0
2024,Tennessee State,Big South-OVC,,175,-24.3
2024,Holy Cross,Patriot,,176,-24.6
2024,Weber State,Big Sky,,177,-24.7
2024,McNeese,Southland,,177,-24.7
2024,Sacramento State,Big Sky,,177,-24.7
2024,SE Louisiana,Southland,,180,-24.9
2024,New Hampshire,CAA,,181,-25.0
2024,Eastern Kentucky,UAC,,182,-25.1
2024,Dartmouth,Ivy,,182,-25.1
2024,Southern Illinois,MVFC,,184,-26.0
2024,Duquesne,NEC,,185,-26.2
2024,Elon,CAA,,185,-26.2
2024,Kent State,Mid-American,,187,-26.8
2024,William & Mary,CAA,,188,-27.1
2024,Lamar,Southland,,189,-27.3
2024,Samford,Southern,,190,-27.4
2024,Columbia,Ivy,,191,-27.8
2024,Youngstown State,MVFC,,192,-28.0
2024,Idaho State,Big Sky,,193,-28.1
2024,Gardner-Webb,Big South-OVC,,194,-28.3
2024,North Alabama,UAC,,195,-28.5
2024,Lindenwood,Big South-OVC,,196,-28.6
2024,Maine,CAA,,197,-28.9
2024,Hampton,CAA,,198,-29.0
2024,Nicholls,Southland,,198,-29.0
2024,Austin Peay,UAC,,200,-29.4
2024,Pennsylvania,Ivy,,201,-29.6
2024,Central Connecticut,NEC,,202,-29.9
2024,Northern Iowa,MVFC,,203,-30.5
2024,Merrimack,FCS Independents,,203,-30.5
2024,Robert Morris,NEC,,205,-30.7
2024,The Citadel,Southern,,206,-31.7
2024,Cal Poly,Big Sky,,206,-31.7
2024,Florida A&M,SWAC,East,208,-31.8
2024,Wofford,Southern,,209,-31.9
2024,West Georgia,UAC,,210,-32.1
2024,Western Illinois,Big South-OVC,,211,-32.2
2024,Alabama State,SWAC,East,212,-32.6
2024,Morgan State,MEAC,,213,-32.7
2024,Cornell,Ivy,,213,-32.7
2024,UAlbany,CAA,,215,-32.9
2024,Long Island University,NEC,,216,-33.0
2024,Lafayette,Patriot,,217,-33.2
2024,San Diego,Pioneer,,218,-33.6
2024,Bucknell,Patriot,,219,-33.9
2024,Houston Christian,Southland,,219,-33.9
2024,Drake,Pioneer,,221,-34.3
2024,Southern,SWAC,West,222,-34.9
2024,Eastern Illinois,Big South-OVC,,223,-35.0
2024,Grambling,SWAC,West,223,-35.0
2024,Alabama A&M,SWAC,East,225,-35.1
2024,Campbell,CAA,,226,-35.2
2024,Indiana State,MVFC,,226,-35.2
2024,Butler,Pioneer,,228,-36.4
2024,Charleston Southern,Big South-OVC,,229,-36.7
2024,Utah Tech,UAC,,229,-36.7
2024,Murray State,MVFC,,231,-36.8
2024,East Texas A&M,Southland,,232,-37.3
2024,Princeton,Ivy,,233,-37.5
2024,Alcorn State,SWAC,West,233,-37.5
2024,Furman,Southern,,235,-37.6
2024,Fordham,Patriot,,235,-37.6
2024,Northern Colorado,Big Sky,,237,-38.4
2024,St. Francis (PA),NEC,,238,-38.7
2024,Brown,Ivy,,239,-38.8
2024,Wagner,NEC,,239,-38.8
2024,Howard,MEAC,,241,-39.1
2024,Norfolk State,MEAC,,241,-39.1
2024,Colgate,Patriot,,243,-39.4
2024,Sacred Heart,FCS Independents,,244,-40.4
2024,Bryant,CAA,,245,-41.0
2024,Prairie View A&M,SWAC,West,246,-41.2
2024,Bethune-Cookman,SWAC,East,246,-41.2
2024,St. Thomas (MN),Pioneer,,248,-41.4
2024,Presbyterian,Pioneer,,249,-41.6
2024,Texas Southern,SWAC,West,249,-41.6
2024,Mercyhurst,NEC,,251,-41.8
2024,Georgetown,Patriot,,252,-42.6
2024,North Carolina A&T,CAA,,253,-43.4
2024,Dayton,Pioneer,,254,-44.6
2024,Morehead State,Pioneer,,255,-44.9
2024,VMI,Southern,,256,-45.0
2024,Davidson,Pioneer,,257,-45.1
2024,Arkansas-Pine Bluff,SWAC,West,258,-47.2
2024,Delaware State,MEAC,,259,-47.9
2024,Stonehill,NEC,,260,-50.1
2024,Mississippi Valley State,SWAC,East,261,-50.4
2024,Northwestern State,Southland,,262,-52.5
2024,Valparaiso,Pioneer,,263,-55.6
2024,Marist,Pioneer,,264,-58.9
2024,Stetson,Pioneer,,265,-61.6
